video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"fhp2fYBymP0","Tortas de MILLONARIOS VS Tortas de BARRIO | Calidad VS Cantidad","2023-07-31T18:30:38Z","UCUAQgUTv4-OiAClB1jYTPnA","La Ruta de la Garnacha","24","23.02.08","Yo|soy|migue|el|papa|de|Lalo|villar|los|consejos|la|jefa|ruta|garnacha|lalo|donde|comer|barato|lugares|ñam|capital|para|mejico|comida|mexicana|como|preparar|recetas|marisolpink|guzzi|hacer|en|df|que|baratos|donde comer|que comer|comida callejera|la capital|la ruta dela garnacha|garnachas|coreano vlogs|ñam ñam|el papa de lalo villar|mexico|lalo villar|Mexico|Tortas|barrio|millonarios|sabor|tortas gigantes|VS|dinero","249746","5914","0","291","https://i.ytimg.com/vi/fhp2fYBymP0/default.jpg","False","False","00:00 Intro 00:31 Las tortas de Polanco01:35 Tortas La Samaritana02:07 La historia de estas tortas07:02 ¡Ámonos a probarlas!08:16 ¿Pagarías esto por una torta?09:13 Dirección, Horarios y precios exactos 09:25 Conclusiones y recomendaciones de La Samaritana10:00 Vamos a las Tortas de Barrio10:59 Entrevista garnachera11:39 La lluvia NO quitaran las ganas de comer una torta12:20 Perdóname Nutríologo por esta vida gorda 15:17 Historia de las tortas15:59 Dirección, Horarios y precios exactos 16:48 Entrevista Garnachera17:14 ¿Qué torta te comprarías?19:34 Despedida y Redes Sociales⬇⬇⬇⬇UBICACIÓN, HORARIOS Y COSTO DEL LUGAR ⬇⬇⬇⬇Tortas La Samaritana Campos Elíseos 116, Polanco, Polanco V Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMXRicas Tortas GigantesC. 7 162, Porvenir, Azcapotzalco, 02940 Ciudad de México, CDMXCREDENCIAL GARNACHERAAdquiérela en : https://tiendafoodie.mx/producto/credencial-garnacheraLugares participantes: https://www.larutadelagarnacha.mx/credencial-garnachera/Mail para más información para ser parte de la credencial garnachera: contacto@larutadelagarnacha.mx CONVIÉRTETE EN UN MIEMBRO GARNACHERO:https://www.youtube.com/channel/UCUAQgUTv4-OiAClB1jYTPnA/join¡SUSCRÍBETE! https://goo.gl/T8XY5i🎉 SIGUEME EN:👉 Facebook: https://goo.gl/3FB0qK👉 Twitter: https://goo.gl/Z9igVk👉 Instagram: http://goo.gl/1UUb7L👉Tiktok: https://www.tiktok.com/@larutadelagarnacha👉Twich: https://www.twitch.tv/larutadelagarnacha?sr=a👉 Recomendaciones de lugares: larutadelagarnachamx@gmail.com👉 Campañas/Media/Prensa: contacto@larutadelagarnacha.mxCANALES HERMANOSMi segundo canal: https://www.youtube.com/c/LaloVillarEl papá de Lalo Villar: www.youtube.com/c/elpapadelalovillarYo soy Migue: https://goo.gl/w3gSR4Los Consejos de la Jefa: https://goo.gl/D2HpNpPARA BAJAR LA APP ENTRA A ESTE LINK DESDE TU NAVEGADOR:https://garnacha.mx Pueden usarla como aplicación si la agregan a su pantalla de inicio, desde Android, lo que deben hacer es entrar al link desde su navegador Chrome y en el menú de hamburguesa de la parte de arriba ( o, los tres puntitos) saldrá la opción de Agregar a la pantalla principal. y listo, podrán tenerla a su disposición en cualquier momento. Si ustedes tienen IPhone, lo que deben hacer es: Una vez dentro del sitio web, en su navegador SAFARI desliza hacia arriba el menú de opciones, y ahí buscan en la parte de abajo la opción de Agregar a inicio dan click en agregar y listo!TIENDA EN LINEA Productos Oficiales de La Ruta de la Garnacha y aquí pueden comprar el Libro de LA RUTA DE LA GARNACHAhttps://www.tiendafoodie.mxEscríbeme o mándame algo al: Apartado Postal 18-839, CP 11801, Ciudad de México, Mexico, Oficina Postal Escandon"
"0bIRwBpBcZQ","ITZY “CAKE” M/V @ITZY","2023-07-31T08:58:09Z","UCaO6TYtlC8U5ttz62hTrZgg","JYP Entertainment","10","23.02.08","JYP Entertainment|JYP|ITZY|있지|イッチ|예지|리아|류진|채령|유나|YEJI|LIA|RYUJIN|CHAERYEONG|YUNA|イェジ|リア|リュジン|チェリョン|ユナ|อิทจี|เยจี|ลีอา|รยูจิน|แชรยอง|ยูนา|ITZY VIDEOS|ITZY LOCO|ITZY BEHIND|MV|ITZY MV|ITZY MUSIC VIEDOS|Teaser|ITZY Teaser|ITZY VLOG|VLOG|IT'z Different|IT'z ICY|IT'z ME|Not Shy|GUESS WHO|CRAZY IN LOVE|DALLA DALLA|ICY|WANNABE|마.피.아.IN THE MORNING|LOCO|SNEAKERS|있지있지|있있|CHESHIRE|체셔|KILLMYDOUBT|BETONME|NoneofMyBusiness|CAKE","7279975","550502","0","61452","https://i.ytimg.com/vi/0bIRwBpBcZQ/default.jpg","False","False","ITZY “CAKE” M/V🎧 TITLE http://kko.to/eoMjL0dgJy💿 ALBUM http://ITZY.lnk.to/KILLMYDOUBT[ITZY Official]▶ https://www.youtube.com/c/ITZY▶ https://www.instagram.com/itzy.all.in.us▶ https://www.tiktok.com/@itzyofficial▶ http://www.twitter.com/ITZYOfficial▶ http://www.facebook.com/OfficialITZY▶ https://www.weibo.com/u/7462077750?is▶ http://ITZY.jype.com▶ http://fans.jype.com/ITZY#ITZY #ITZY_KILLMYDOUBT #ITZY_CAKECopyrights 2023 ⓒ JYP Entertainment. All Rights Reserved"
"HhKzRsP1Wc0","skibidi toilet 54","2023-07-31T14:10:00Z","UCsSsgPaZ2GSmO6il8Cb5iGA","DaFuq!?Boom!","24","23.02.08","toilet in ohio|skibidi meme|tiktok meme|sfm animation|funny animation|gmod animation|skibidi toilet vs cameramen|titan cameraman","23695426","974003","0","90938","https://i.ytimg.com/vi/HhKzRsP1Wc0/default.jpg","False","False","someone has returned...skibidi dop dop dop yes yesfull-screen versionRespectful assets used in the video:suits - https://steamcommunity.com/sharedfiles/filedetails/?id=2849230339map - https://steamcommunity.com/sharedfiles/filedetails/?id=2994310934(if you're author of certain assets and I didn't credit you properly, please contact me)Contact me:instagram.com/dafuqboomtvblugrayguy@gmail.com"
"GyCnGTUX3kw","Marco Antonio Solís - Tu hombre perfecto | Lyric video","2023-07-31T14:30:07Z","UCIKg4QVg91aCWxXWlUkKDLw","Marco Antonio Solís","10","23.02.08","Tu hombre perfecto|Marco Antonio Solís|Marco Antonio Solís - Sigue sin mí|Sigue sin mí|los bukis|Spanish Music|Latin Music|Spanish Songs|Spanish Guitar|Salsa Music|Bachata Songs|Música Española|música Latina|Canciones en Español|Pop Latino","159300","1429","0","171","https://i.ytimg.com/vi/GyCnGTUX3kw/default.jpg","False","False","Subscribe for more official content from Marco Antonio Solis - https://radi.al/MASLyrics: A la medidamuy pocas cosas en la vida encontrarásy con el tiemposin darte cuenta, en su momento lo verásA la medidasólo hallarás lo que cabe en tu corazónbuscando afueraes más certera una triste desilusiónCreo que venimosa este mundo nada más para aprendery sin pensarlotarde o temprano alguien te lo hará entenderCon tu permisocon mis defectos, a otro lado ya me voymas nunca olvidesque yo te amé con lo bueno y malo que soyNo hay hombre perfecto, no haycomo el que buscaste en míperfecta es la lluvia que caey no lo que tú has de elegirComo inventaste que era yoesa infalible soluciónque haría feliz por siempre a tu corazóntu hombre perfecto seráel que nunca a ti llegaráNo hay hombre perfecto, no haycomo el que buscaste en míperfecta es la lluvia que caey no lo que tú has de elegirComo inventaste que era yoesa infalible soluciónque haría feliz por siempre a tu corazóntu hombre perfecto seráel que nunca a ti llegaráListen to Marco Antonio Solis:Apple Music: http://bit.ly/3H65XWASpotify: http://bit.ly/3JkBLd1Amazon: https://bit.ly/3HAUXlLYouTube Music: https://radi.al/MASPandora: http://bit.ly/3WDnM57Follow Marco Antonio Solís:Facebook: https://www.facebook.com/marcoantoniosolisInstagram: https://www.instagram.com/marcoantoniosolis_oficialTwitter: https://twitter.com/MarcoASolisTikTok: https://www.tiktok.com/@marcoasolis_oficialOfficial site: http://www.marcoantoniosolis.comcontacto@marcoantoniosolis.mxMarco Antonio Solis — is a Mexican musician, singer, composer, and record producer. One of the most influential Mexican singer-songwriters in Latin America. Born in Michoacán, Mexico, he has almost 50 years of experience in music. The creator of hits such as “Si no te hubieras ido” and “Tu cárcel”, has sold more than eighty million copies and his catalog includes 16 albums with his group Los Bukis and 16 more as a soloist, which have been awarded various recognitions RIAA endorsed."
"BAZThwhaGMg","CONSTRUYENDO UNA CASA DE LEGOS CON IAN LUCAS🏠❤️ | Domelipa","2023-07-31T02:42:02Z","UC6x71GcLpFRJC15pWnq12NQ","Domelipa","24","23.02.08","[none]","560805","42451","0","2244","https://i.ytimg.com/vi/BAZThwhaGMg/default.jpg","False","False","BUENAS!!! Bienvenidxs a mi canalSíguenos en nuestras redes sociales:DOMELIPATikTok: https://www.tiktok.com/@domelipaInstagram: https://instagram.com/domelipaTwitter: https://twitter.com/domeelipaIAN LUCASYoutube: https://m.youtube.com/@IanLucasOficial TikTok: https://www.tiktok.com/@ianlucasokInstagram: https://instagram.com/ianlucas"
"SW5IAMcjUy4","Apex Legends: Resurrection Launch Trailer | Kill Code - Part 2","2023-07-31T15:00:11Z","UC0ZV6M2THA81QT9hrVWJG3A","Apex Legends","20","23.02.08","apex legends|apex|crypto apex legends|revenant apex legends|apex legends trailer|apex trailer|apex legends season 18 trailer|エーペックス|apex legends season 18|apex legends resurrection|apex トレーラー|apex season 18 trailer|apex resurrection|apex revenant|apex legend|apex season 18|apex legends revenant trailer|apex legends ps4|apex legends xbox|apex legends pc|battle royale game|apex lore|apex legends lore","2071068","79240","0","3091","https://i.ytimg.com/vi/SW5IAMcjUy4/default.jpg","False","False","Crypto hacks into a discarded fragment of Revenant to investigate some disturbing changes. Revenant is losing control of himself – but to who?Learn More: http://x.ea.com/apxl/resurrection  Apex Legends™ is a free-to-play* battle royale game where legendary characters battle for glory, fame, and fortune on the fringes of the Frontier. Play for free now on Xbox One, PlayStation 4, Nintendo Switch, and Origin for PC: http://x.ea.com/57366.Check out our YouTube channel: http://x.ea.com/56710.Follow us on Twitter: https://twitter.com/playapex.Follow us on Instagram: https://www.instagram.com/playapex/.CreditsProduction Company: Electronic Arts, Respawn Entertainment & PsyopSound Design/Mix: FormosaAll other categories: Electronic Arts & Respawn Entertainment*Applicable platform account and platform subscription (sold separately) may be required. Persistent internet connection and EA account required. Age restrictions apply. This game includes optional in-game purchases of virtual currency that can be used to acquire virtual in-game items, including a random selection of virtual in-game items."
"J9lQ2hAAcRo","SE ME PERDIÓ JUANITO EN EL CRUCERO DE DISNEY 🚢 (broma a JD) Kimberly Loaiza","2023-07-29T17:53:20Z","UCQZfFRohQ7UX-0CdXl-6pwQ","Kimberly Loaiza","22","23.02.08","team|juki|jukilop|teamjukilop|juan|de|dios|pantoja|reto|challenge|diversión|entretenimiento|vlog|blogs|nuevo|video|vlogs|blog|lindura|linduras|kimberly|loaiza|risas|musica","6479148","302686","0","13738","https://i.ytimg.com/vi/J9lQ2hAAcRo/default.jpg","False","False","LINDURAS GRACIAS POR VER ESTE VIDEO ME ENCANTARIA QUE LE DIERAN LIKE Y LO COMPARTIERAN FUERA DE GRAN AYUDA ✨ Sígueme en mis redes sociales ✨Instagram: https://www.instagram.com/kimberly.loaiza/Pagina de Facebook: https://www.facebook.com/kimberlyloaizaa/?ref=br_tfTwitter: https://mobile.twitter.com/kimberlyloaiza_Contacto: marcaskim@gmail.com"
"EV8rnE6fey4","Trolleé A Mi Amigo Convirtiendo MOBS en CHICAS en Minecraft","2023-07-31T19:00:07Z","UCdkYpnBPZeGnyS0EvASGMkQ","ARSEL","20","23.02.08","arsel|arsel minecraft|arsel y mario|vmario y arsel|arsel trolleos|hice trampas en minecraft|minecraft|vmario|dano|danomc|arsel y dano|arsel dano y mario|mario dano y arsel|Trolleé A Mi Amigo Convirtiendo MOBS en CHICAS en Minecraft|MOBS CHICAS|CHICAS MINECRAFT|MOBS SON CHICAS","348793","9208","0","326","https://i.ytimg.com/vi/EV8rnE6fey4/default.jpg","False","False","Trolleé A Mi Amigo Convirtiendo MOBS en CHICAS en Minecraft---------------------------------------------------------ENTRA A MI SERVIDOR DE MINECRAFT 👉 IP JAVA : play.deathban.es👉 IP BEDROCK : play.deathban.es (Puerto: 19132)👉 TIENDA:  https://tienda.deathban.es👉 DISCORD:  https://discord.deathban.es---------------------------------------------------------- SÍGUEME AQUÍ:👉 Twitter:  https://twitter.com/arseel​​_👉 Instagram:  https://instagram.com/arselitoo👉 Discord:  https://discord.com/invite/yRsNguXwDy----------------------------------------------------------  CONTACTO📩 Business:  arsel@ageworld-agency.com📩 Contacto:  arselcontacto@gmail.com"
"GUm3y17HXUs","Emilio Osorio encuentra todo lo que se robaba Jorge Losa de #LaCasadelosFamososMx","2023-07-31T16:20:42Z","UCZGYvP6WnVWGM5F0QEAyoyg","Las Estrellas","24","23.02.08","LCDLF|La Casa de los Famosos Mexico|LCDLF_Bromas|LCDLF_Famosos_Jorge_Losa|LCDLF_Famosos_Emilio_Osorio","464625","3088","0","1377","https://i.ytimg.com/vi/GUm3y17HXUs/default.jpg","False","False","Luego de la eliminación de Jorge Losa, Wendy, Nicola y Emilio entraron al Cielo y ahí ocurrió el descubrimiento. Suscríbete a ViX para ver el 24/7, ve las galas los domingos a las 8:30PM por Las Estrellas y lunes a viernes a las 10:00PM en Canal 5.Entra a ViX https://bit.ly/3NndMKG y revive gratis las galas de La Casa de los Famosos MéxicoSuscríbete a ViX  aquí https://bit.ly/449QI9d y sigue en vivo  el 24/7Suscríbete: https://bit.ly/3pZwaRSSitio Oficial: https://bit.ly/45WWkp6Facebook: https://bit.ly/3OQeX87Twitter: https://bit.ly/43eytiiInstagram: https://bit.ly/3Mw5gc3TikTok: https://bit.ly/430jEjF #lacasadelosfamososmx #emilioosorio Las Estrellas te ofrece el mejor contenido de telenovelas, notas exclusivas, programas, avances y noticias de tus artistas favoritos. #ConLasEstrellas"
"Crn5uDjoyDU","ERIK RUBÍN Dolorosa la partida de mamá ANDREA LEGARRETA q.e.p.d primeras declaraciones","2023-07-31T02:29:36Z","UCQyjCJQny0d9wPRvhwNZwxQ","Eden Dorantes Oficial","22","23.02.08","[none]","143747","778","0","47","https://i.ytimg.com/vi/Crn5uDjoyDU/default.jpg","False","False",""
